"Recid","Comname","Comlocation","Recdate","Comsize","Advertising","Visit","Meeting","Tecconsult","Tecresearch","Costoffice","Costtravel","Costentertain","Costbonus","Sales"
"5266","xxx","tianjin","2018","small","0","7","46.3","23.2","23.5","2666","264","272","336","239873"
"5267","xxx","beijing","2019","middle","21.5","42.3","36.2","0","0","4087","936","824","1391","511823"
"5268","xxx","shanghai","2018","middle","7.7","0","92.3","0","0","4522","992","775","762","512464"
"5269","xxx","beijing","2017","middle","36.9","38.7","24.3","0","0","4917","930","652","872","576918"
"5270","xxx","tianjin","2018","middle","0","0","29.3","10.6","60.2","3121","905","766","1368","416186"
"5271","xxx","shandong","2014","middle","0","0","12.3","22","65.7","5818","718","730","596","433492"
"5272","xxx","shandong","2011","middle","0","100","0","0","0","3946","708","712","1280","293584"
"5273","xxx","hebei","2020","small","6.7","93.3","0","0","0","1696","392","277","889","60188"
"5274","xxx","tianjin","2019","middle","0","0","100","0","0","3941","800","890","565","534530"
"5275","xxx","shandong","2013","middle","25","1.5","73.5","0","0","3502","910","664","1391","587523"
"5276","xxx","beijing","2013","middle","0","44.3","0","55.7","0","5935","981","840","858","277212"
"5277","xxx","beijing","2016","middle","29.1","19.4","0","25.8","25.8","3792","803","868","1246","413608"
"5278","xxx","shanghai","2010","middle","23.8","9.7","0","45.6","20.9","5657","809","920","1083","591740"
"5279","xxx","shanghai","2015","middle","0","0","100","0","0","3351","925","995","1490","301629"
"5280","xxx","shandong","2018","middle","0","0","7.4","25.8","66.8","3090","856","729","885","466896"
"5281","xxx","beijing","2012","middle","24.3","0","37.8","25.2","12.6","3126","797","797","987","320730"
"5282","xxx","shanghai","2015","small","51","32.1","0","0","16.8","765","230","146","325","173025"
"5283","xxx","beijing","2011","middle","9.3","58","32.8","0","0","5491","800","869","995","428978"
"5284","xxx","tianjin","2014","middle","0","0","0","100","0","3969","907","778","899","560842"
"5285","xxx","beijing","2021","middle","34.3","32.5","23.2","0","10.1","4018","848","885","1145","535105"
"5286","xxx","beijing","2021","middle","28","0","42.7","0","29.3","3940","868","949","1113","372407"
"5287","xxx","hebei","2010","small","100","0","0","0","0","836","416","250","736","281686"
"5288","xxx","shandong","2014","middle","62.9","0","0","0","37.1","3386","928","695","1180","513172"
"5289","xxx","beijing","2015","small","0","0","0","0","100","737","125","136","619","124762"
"5290","xxx","tianjin","2010","small","0","33.4","0","66.6","0","1238","450","211","886","198517"
"5291","xxx","shanghai","2015","small","35.2","35.8","15.2","0","13.8","3048","230","154","982","95070"
"5292","xxx","shanghai","2016","small","100","0","0","0","0","992","342","294","496","267762"
"5293","xxx","beijing","2012","middle","0","0","0","0","100","4228","835","800","614","563278"
"5294","xxx","beijing","2017","middle","0","0","0","100","0","4049","972","999","990","433081"
"5295","xxx","shanghai","2010","middle","47","0","22.6","0","30.5","5647","978","876","1472","240841"
"5296","xxx","shanghai","2018","small","29.8","0","0","37.3","33","1119","457","249","958","126495"
"5297","xxx","tianjin","2021","middle","0","0","0","0","0","5020","875","858","1266","222704"
"5298","xxx","tianjin","2021","middle","41.2","0","58.8","0","0","3929","787","730","1405","446783"
"5299","xxx","tianjin","2011","middle","33.7","5","0","0","61.3","5778","756","641","1133","232572"
"5300","xxx","shanghai","2018","small","100","0","0","0","0","2648","223","145","691","176034"
"5301","xxx","tianjin","2012","small","0","0","5.4","0","94.6","3298","114","163","397","269892"
"5302","xxx","beijing","2017","big","0","0","0","0","0","4397","740","796","1078","800481"
"5303","xxx","tianjin","2021","small","0","0","0","100","0","3917","203","185","823","222418"
"5304","xxx","beijing","2011","small","54.2","0","18","0","27.8","3893","216","285","566","122326"
"5305","xxx","beijing","2010","small","83.6","16.4","0","0","0","1947","132","183","212","177116"
"5306","xxx","shanghai","2013","middle","0","0","0","0","100","3482","858","961","1041","556398"
"5307","xxx","hebei","2016","small","0","0","0","9.9","90.1","3300","225","268","668","235432"
"5308","xxx","tianjin","2017","small","0.6","0","48.2","51.2","0","3208","204","170","641","134791"
"5309","xxx","shandong","2010","small","0","0","52.2","2.6","45.3","2445","454","141","516","65599"
"5310","xxx","shandong","2016","small","0","0","100","0","0","3078","235","214","930","167297"
"5311","xxx","shanghai","2016","small","0","0","0","0","100","1674","174","176","725","296613"
"5312","xxx","shandong","2019","small","100","0","0","0","0","1966","107","169","419","106886"
"5313","xxx","shandong","2016","middle","0","14.2","24.3","61.5","0","5616","883","835","567","293030"
"5314","xxx","shanghai","2016","middle","100","0","0","0","0","3099","971","634","916","474041"
"5315","xxx","hebei","2010","middle","35.2","4.8","37.1","0","22.9","4652","708","890","1331","509648"
"5316","xxx","beijing","2019","small","100","0","0","0","0","890","305","136","664","265368"
"5317","xxx","hebei","2013","small","0","0","14.8","85.2","0","663","172","286","456","110771"
"5318","xxx","shanghai","2013","small","0","21.8","0","74.3","3.9","3634","441","246","668","53283"
"5319","xxx","beijing","2020","small","26","23.4","27.5","0","23.1","1543","298","184","529","263334"
"5320","xxx","tianjin","2010","middle","100","0","0","0","0","3615","760","767","1076","485580"
"5321","xxx","shandong","2010","small","0","63.4","0","36.6","0","3872","497","100","928","186471"
"5322","xxx","shandong","2018","middle","10.9","51.7","9.1","28.3","0","5504","749","825","1037","541242"
"5323","xxx","beijing","2013","small","74.6","0","16.1","9.2","0","1568","466","155","592","164586"
"5324","xxx","shanghai","2011","middle","18.3","0","39.7","42","0","3898","827","779","1056","452362"
"5325","xxx","shanghai","2020","small","0","0","80","20","0","1458","226","279","510","276388"
"5326","xxx","tianjin","2017","middle","49.2","50.8","0","0","0","3476","931","792","688","414757"
"5327","xxx","beijing","2021","small","100","0","0","0","0","3240","341","275","976","278719"
"5328","xxx","shanghai","2018","middle","14.2","0","65.6","20.2","0","4419","822","856","707","560660"
"5329","xxx","tianjin","2010","small","0","9","32.3","0","58.7","1333","399","128","908","223565"
"5330","xxx","tianjin","2020","small","3.2","4.9","56.7","0","35.2","1019","157","108","531","244545"
"5331","xxx","shandong","2015","middle","0","10","21.8","0","68.2","4492","744","783","1086","465953"
"5332","xxx","hebei","2014","small","100","0","0","0","0","2556","235","266","891","196039"
"5333","xxx","tianjin","2010","small","0","0","25.3","0","74.7","1922","478","278","925","190231"
"5334","xxx","tianjin","2012","middle","0","27.3","26.1","17.1","29.5","4350","919","787","579","384905"
"5335","xxx","shanghai","2012","middle","38.3","22.8","5.5","33.4","0","3071","960","832","1101","421951"
"5336","xxx","shanghai","2013","middle","0","0","0","0","0","3211","832","690","1358","236325"
"5337","xxx","shanghai","2020","middle","0","0","0","22.5","77.5","4756","874","864","683","212068"
"5338","xxx","tianjin","2019","middle","0","0","0","29.2","70.8","5291","954","998","988","266117"
"5339","xxx","beijing","2012","small","0","24.2","0","75.8","0","969","413","296","770","175767"
"5340","xxx","tianjin","2017","middle","52.6","47.4","0","0","0","3153","876","624","872","487667"
"5341","xxx","tianjin","2020","middle","54.7","0","0","45.3","0","5820","837","647","575","247812"
"5342","xxx","hebei","2010","middle","0","26.1","11.7","0","62.2","4015","765","973","755","463963"
"5343","xxx","shandong","2019","middle","0","46","16.9","13.3","23.8","4192","716","722","1405","467274"
"5344","xxx","hebei","2019","middle","51.2","0","0","46","2.8","5390","988","918","1499","420191"
"5345","xxx","hebei","2019","middle","1.2","0","15.6","41.8","41.5","5083","819","794","850","265908"
"5346","xxx","shanghai","2020","small","0","0","0","0","0","848","207","137","431","216954"
"5347","xxx","hebei","2011","middle","0","0","100","0","0","4214","946","854","1006","435687"
"5348","xxx","shandong","2019","small","0","0","25.6","0","74.4","2950","408","243","436","181995"
"5349","xxx","shandong","2019","middle","15.3","75.8","8.9","0","0","4853","763","928","966","339214"
"5350","xxx","hebei","2020","small","0","0","55.7","0","44.3","2303","415","111","483","77010"
"5351","xxx","beijing","2013","middle","46.3","0","52.1","0","1.6","5729","798","936","1493","309412"
"5352","xxx","shandong","2017","small","0","0","91.9","8.1","0","3554","283","127","660","231727"
"5353","xxx","shandong","2010","middle","17.9","30.2","36.1","0","15.7","4240","735","779","975","386016"
"5354","xxx","hebei","2014","middle","68.6","7.3","0","0","24.1","5012","867","826","1239","356193"
"5355","xxx","beijing","2019","middle","7.2","17.5","37.1","10.5","27.8","3214","932","962","902","378853"
"5356","xxx","hebei","2015","middle","0","0","14.3","33.5","52.2","5584","781","640","837","448872"
"5357","xxx","hebei","2013","middle","31.8","27.6","0","0","40.6","5324","721","784","1392","379413"
"5358","xxx","tianjin","2020","small","0","0","0","0","100","1488","305","152","267","231807"
"5359","xxx","beijing","2014","middle","0","100","0","0","0","4288","724","625","553","567021"
"5360","xxx","beijing","2015","small","0","0","29.8","62.3","7.9","2183","200","155","477","140911"
"5361","xxx","beijing","2020","middle","0","0","69.9","30.1","0","5621","731","839","1164","264647"
"5362","xxx","hebei","2015","small","0","15.2","0","24.1","60.6","1469","447","211","735","63576"
"5363","xxx","hebei","2011","small","0","0","0","100","0","3815","328","131","981","116107"
"5364","xxx","shanghai","2020","small","0","0","0","61.1","38.9","2918","249","159","919","272864"
"5365","xxx","tianjin","2017","small","35","32.5","0","0","32.5","1288","459","124","623","89164"
"5366","xxx","shanghai","2015","small","0","0","0","0","0","2615","283","153","938","225659"
"5367","xxx","beijing","2018","small","0","0","100","0","0","1571","352","155","430","258972"
"5368","xxx","tianjin","2019","middle","0","0","6.9","0","93.1","5423","870","920","723","465307"
"5369","xxx","shanghai","2013","small","0","14.8","85.2","0","0","2397","258","254","314","191084"
"5370","xxx","shanghai","2018","middle","17.4","0.5","0","75.5","6.7","4194","924","785","871","416691"
"5371","xxx","hebei","2018","middle","11.3","6.1","7.8","17.7","57.1","5197","936","923","1291","368697"
"5372","xxx","hebei","2020","middle","0","0","26.6","4.4","68.9","5147","835","899","539","213122"
"5373","xxx","hebei","2019","small","100","0","0","0","0","2483","195","245","220","74596"
"5374","xxx","shandong","2014","small","0","0","100","0","0","612","347","164","800","197007"
"5375","xxx","shandong","2018","small","0","95.9","0","4.1","0","2842","137","267","420","212772"
"5376","xxx","tianjin","2011","small","31.5","0","0","0","68.5","2973","130","142","276","243198"
"5377","xxx","shandong","2011","small","100","0","0","0","0","2517","173","263","449","147680"
"5378","xxx","tianjin","2012","small","17.2","0","30.3","43.9","8.6","2391","335","229","928","255320"
"5379","xxx","hebei","2017","middle","0","0","0","100","0","3194","791","653","571","454535"
"5380","xxx","shanghai","2010","middle","0","0","100","0","0","5403","708","968","1382","592287"
"5381","xxx","tianjin","2018","small","23.8","6.7","0","56.9","12.6","3437","163","266","782","106645"
"5382","xxx","shanghai","2018","middle","20.6","0","46.2","33.2","0","5448","791","815","1441","573271"
"5383","xxx","hebei","2015","middle","0","0","100","0","0","5043","869","675","695","589474"
"5384","xxx","beijing","2010","middle","0","0","0","51.8","48.2","5034","769","836","1371","528035"
"5385","xxx","beijing","2021","middle","0","0","0","0","0","4766","909","748","1089","439130"
"5386","xxx","shanghai","2010","small","0","100","0","0","0","816","124","249","406","100422"
"5387","xxx","beijing","2016","middle","0","59.9","9.7","30.3","0","4361","735","994","957","503093"
"5388","xxx","tianjin","2015","middle","9.5","22.1","0","55.3","13.1","5621","768","970","984","514452"
"5389","xxx","shandong","2021","middle","54.1","42.2","3.6","0","0","3569","933","833","708","339350"
"5390","xxx","hebei","2020","middle","0","0","100","0","0","3686","899","895","821","467854"
"5391","xxx","shanghai","2010","middle","0","0","0","0","0","4941","970","967","893","502383"
"5392","xxx","shanghai","2014","middle","40.5","0","53","6.6","0","4613","857","688","946","589415"
"5393","xxx","shandong","2013","middle","0","0","45.2","54.8","0","5756","783","627","1169","516210"
"5394","xxx","tianjin","2015","middle","100","0","0","0","0","3214","764","625","1225","431165"
"5395","xxx","shandong","2013","middle","0","0","94.1","5.9","0","3058","931","828","781","328691"
"5396","xxx","beijing","2019","middle","0","0","0","100","0","4280","703","958","753","516901"
"5397","xxx","hebei","2011","small","0","45.1","0","0","54.9","1579","483","237","508","284177"
"5398","xxx","beijing","2012","small","0","0","0","0","0","3897","376","181","394","290958"
"5399","xxx","shanghai","2010","small","0","33.6","0","27.1","39.3","1562","184","274","487","247946"
"5400","xxx","beijing","2016","small","0","47.7","52.3","0","0","942","347","298","211","134643"
"5401","xxx","beijing","2014","middle","32.7","0","0","0","67.3","3827","952","657","1112","522464"
"5402","xxx","beijing","2010","small","0","0","0","0","0","1662","400","151","290","187797"
"5403","xxx","shandong","2010","middle","0","0","55","45","0","5499","825","787","1151","284451"
"5404","xxx","shandong","2021","middle","0","7.1","92.9","0","0","3622","855","639","1006","491636"
"5405","xxx","shandong","2011","middle","11.5","30.1","0","53.9","4.5","4813","888","841","1411","368517"
"5406","xxx","shandong","2020","middle","0","46.8","31.9","21.3","0","4499","705","997","1116","371846"
"5407","xxx","tianjin","2013","middle","90.4","0","0","0","9.6","5601","801","662","763","584951"
"5408","xxx","shanghai","2016","small","0","0","50.4","21.4","28.3","553","406","213","222","132554"
"5409","xxx","hebei","2013","middle","0","29.1","0","0","70.9","5062","834","971","1421","349529"
"5410","xxx","shanghai","2021","middle","0","3.3","35","30.8","30.9","5412","910","960","629","261650"
"5411","xxx","shanghai","2018","middle","0","0","0","0","100","4031","884","767","1316","451665"
"5412","xxx","shandong","2017","small","66.3","0","0","0","33.7","1836","405","177","987","276200"
"5413","xxx","shandong","2012","small","29.1","17.4","15.1","0","38.5","1426","396","187","621","211458"
"5414","xxx","shandong","2017","small","9.5","20.5","32.4","0","37.6","3286","481","144","417","193088"
